zone_id,hour_of_day,day_of_week,is_weekend,is_raining,base_zone_demand,prev_hour_orders,actual_orders
koramangala,7,2,0,0,18,24,24
indiranagar,7,2,0,0,15,19,15
whitefield,7,2,0,0,12,14,9
marathahalli,7,2,0,0,14,17,16
hsr_layout,7,2,0,0,13,15,12
jp_nagar,7,2,0,0,11,15,13
electronic_city,7,2,0,0,10,11,11
hebbal,7,2,0,0,9,9,9
koramangala,8,2,0,0,18,22,23
indiranagar,8,2,0,0,15,16,18
whitefield,8,2,0,0,12,15,12
marathahalli,8,2,0,0,14,17,18
hsr_layout,8,2,0,0,13,17,11
jp_nagar,8,2,0,0,11,13,13
electronic_city,8,2,0,0,10,13,10
hebbal,8,2,0,0,9,12,9
koramangala,9,2,0,0,18,20,21
indiranagar,9,2,0,0,15,18,16
whitefield,9,2,0,0,12,15,14
marathahalli,9,2,0,0,14,19,15
hsr_layout,9,2,0,0,13,18,18
jp_nagar,9,2,0,0,11,12,12
electronic_city,9,2,0,0,10,12,10
hebbal,9,2,0,0,9,9,10
koramangala,10,2,0,0,18,15,11
indiranagar,10,2,0,0,15,10,11
whitefield,10,2,0,0,12,11,9
marathahalli,10,2,0,0,14,13,13
hsr_layout,10,2,0,0,13,9,10
jp_nagar,10,2,0,0,11,8,8
electronic_city,10,2,0,0,10,8,6
hebbal,10,2,0,0,9,6,4
koramangala,11,2,0,0,18,24,29
indiranagar,11,2,0,0,15,27,27
whitefield,11,2,0,0,12,22,23
marathahalli,11,2,0,0,14,25,20
hsr_layout,11,2,0,0,13,23,17
jp_nagar,11,2,0,0,11,17,17
electronic_city,11,2,0,0,10,17,20
hebbal,11,2,0,0,9,14,16
koramangala,12,2,0,0,18,33,24
indiranagar,12,2,0,0,15,21,18
whitefield,12,2,0,0,12,22,16
marathahalli,12,2,0,0,14,26,20
hsr_layout,12,2,0,0,13,17,20
jp_nagar,12,2,0,0,11,20,13
electronic_city,12,2,0,0,10,15,13
hebbal,12,2,0,0,9,16,11
koramangala,13,2,0,0,18,28,27
indiranagar,13,2,0,0,15,27,22
whitefield,13,2,0,0,12,18,19
marathahalli,13,2,0,0,14,24,27
hsr_layout,13,2,0,0,13,20,22
jp_nagar,13,2,0,0,11,15,15
electronic_city,13,2,0,0,10,13,17
hebbal,13,2,0,0,9,13,16
koramangala,14,2,0,0,18,11,11
indiranagar,14,2,0,0,15,11,12
whitefield,14,2,0,0,12,10,6
marathahalli,14,2,0,0,14,12,8
hsr_layout,14,2,0,0,13,12,10
jp_nagar,14,2,0,0,11,8,9
electronic_city,14,2,0,0,10,6,5
hebbal,14,2,0,0,9,7,7
koramangala,15,2,0,0,18,15,13
indiranagar,15,2,0,0,15,9,12
whitefield,15,2,0,0,12,8,7
marathahalli,15,2,0,0,14,11,7
hsr_layout,15,2,0,0,13,11,9
jp_nagar,15,2,0,0,11,7,7
electronic_city,15,2,0,0,10,7,7
hebbal,15,2,0,0,9,8,5
koramangala,16,2,0,0,18,16,11
indiranagar,16,2,0,0,15,10,9
whitefield,16,2,0,0,12,8,9
marathahalli,16,2,0,0,14,9,10
hsr_layout,16,2,0,0,13,11,9
jp_nagar,16,2,0,0,11,8,5
electronic_city,16,2,0,0,10,6,8
hebbal,16,2,0,0,9,7,8
koramangala,17,2,0,0,18,14,12
indiranagar,17,2,0,0,15,12,10
whitefield,17,2,0,0,12,9,9
marathahalli,17,2,0,0,14,9,12
hsr_layout,17,2,0,0,13,11,8
jp_nagar,17,2,0,0,11,8,7
electronic_city,17,2,0,0,10,6,4
hebbal,17,2,0,0,9,6,7
koramangala,18,2,0,0,18,14,16
indiranagar,18,2,0,0,15,9,8
whitefield,18,2,0,0,12,10,8
marathahalli,18,2,0,0,14,10,8
hsr_layout,18,2,0,0,13,10,8
jp_nagar,18,2,0,0,11,10,6
electronic_city,18,2,0,0,10,7,7
hebbal,18,2,0,0,9,6,7
koramangala,19,2,0,0,18,39,33
indiranagar,19,2,0,0,15,31,29
whitefield,19,2,0,0,12,20,23
marathahalli,19,2,0,0,14,23,24
hsr_layout,19,2,0,0,13,24,25
jp_nagar,19,2,0,0,11,17,18
electronic_city,19,2,0,0,10,20,18
hebbal,19,2,0,0,9,14,21
koramangala,20,2,0,0,18,28,33
indiranagar,20,2,0,0,15,23,23
whitefield,20,2,0,0,12,24,24
marathahalli,20,2,0,0,14,27,26
hsr_layout,20,2,0,0,13,25,23
jp_nagar,20,2,0,0,11,17,18
electronic_city,20,2,0,0,10,20,20
hebbal,20,2,0,0,9,19,17
koramangala,21,2,0,0,18,40,36
indiranagar,21,2,0,0,15,26,29
whitefield,21,2,0,0,12,20,23
marathahalli,21,2,0,0,14,23,22
hsr_layout,21,2,0,0,13,28,22
jp_nagar,21,2,0,0,11,23,20
electronic_city,21,2,0,0,10,21,20
hebbal,21,2,0,0,9,20,17
koramangala,22,2,0,0,18,15,15
indiranagar,22,2,0,0,15,9,16
whitefield,22,2,0,0,12,10,9
marathahalli,22,2,0,0,14,9,10
hsr_layout,22,2,0,0,13,9,10
jp_nagar,22,2,0,0,11,7,8
electronic_city,22,2,0,0,10,8,3
hebbal,22,2,0,0,9,6,5
koramangala,23,2,0,0,18,11,12
indiranagar,23,2,0,0,15,10,10
whitefield,23,2,0,0,12,8,9
marathahalli,23,2,0,0,14,12,14
hsr_layout,23,2,0,0,13,10,9
jp_nagar,23,2,0,0,11,7,6
electronic_city,23,2,0,0,10,8,9
hebbal,23,2,0,0,9,6,3
koramangala,0,3,0,0,18,3,3
indiranagar,0,3,0,0,15,3,3
whitefield,0,3,0,0,12,2,0
marathahalli,0,3,0,0,14,2,3
hsr_layout,0,3,0,0,13,2,2
jp_nagar,0,3,0,0,11,2,1
electronic_city,0,3,0,0,10,1,1
hebbal,0,3,0,0,9,1,4
koramangala,1,3,0,0,18,3,3
indiranagar,1,3,0,0,15,2,3
whitefield,1,3,0,0,12,2,1
marathahalli,1,3,0,0,14,3,0
hsr_layout,1,3,0,0,13,2,3
jp_nagar,1,3,0,0,11,1,0
electronic_city,1,3,0,0,10,1,1
hebbal,1,3,0,0,9,2,0
koramangala,2,3,0,0,18,3,3
indiranagar,2,3,0,0,15,3,2
whitefield,2,3,0,0,12,2,3
marathahalli,2,3,0,0,14,2,2
hsr_layout,2,3,0,0,13,2,1
jp_nagar,2,3,0,0,11,2,0
electronic_city,2,3,0,0,10,2,0
hebbal,2,3,0,0,9,1,1
koramangala,3,3,0,0,18,3,4
indiranagar,3,3,0,0,15,2,0
whitefield,3,3,0,0,12,2,3
marathahalli,3,3,0,0,14,2,4
hsr_layout,3,3,0,0,13,3,2
jp_nagar,3,3,0,0,11,2,4
electronic_city,3,3,0,0,10,2,0
hebbal,3,3,0,0,9,1,0
koramangala,4,3,0,0,18,3,0
indiranagar,4,3,0,0,15,3,4
whitefield,4,3,0,0,12,2,2
marathahalli,4,3,0,0,14,3,2
hsr_layout,4,3,0,0,13,2,2
jp_nagar,4,3,0,0,11,2,0
electronic_city,4,3,0,0,10,2,5
hebbal,4,3,0,0,9,1,1
koramangala,5,3,0,0,18,2,3
indiranagar,5,3,0,0,15,2,3
whitefield,5,3,0,0,12,1,2
marathahalli,5,3,0,0,14,2,2
hsr_layout,5,3,0,0,13,2,0
jp_nagar,5,3,0,0,11,1,2
electronic_city,5,3,0,0,10,2,4
hebbal,5,3,0,0,9,1,3
koramangala,6,3,0,0,18,14,17
indiranagar,6,3,0,0,15,13,10
whitefield,6,3,0,0,12,10,8
marathahalli,6,3,0,0,14,10,10
hsr_layout,6,3,0,0,13,8,9
jp_nagar,6,3,0,0,11,7,10
electronic_city,6,3,0,0,10,7,5
hebbal,6,3,0,0,9,7,8
koramangala,7,3,0,0,18,19,20
indiranagar,7,3,0,0,15,17,17
whitefield,7,3,0,0,12,12,11
marathahalli,7,3,0,0,14,15,13
hsr_layout,7,3,0,0,13,14,17
jp_nagar,7,3,0,0,11,14,13
electronic_city,7,3,0,0,10,9,8
hebbal,7,3,0,0,9,11,8
koramangala,8,3,0,0,18,23,21
indiranagar,8,3,0,0,15,20,22
whitefield,8,3,0,0,12,13,13
marathahalli,8,3,0,0,14,14,13
hsr_layout,8,3,0,0,13,18,15
jp_nagar,8,3,0,0,11,12,12
electronic_city,8,3,0,0,10,14,6
hebbal,8,3,0,0,9,10,10
koramangala,9,3,0,0,18,24,21
indiranagar,9,3,0,0,15,20,20
whitefield,9,3,0,0,12,15,16
marathahalli,9,3,0,0,14,17,17
hsr_layout,9,3,0,0,13,14,13
jp_nagar,9,3,0,0,11,11,10
electronic_city,9,3,0,0,10,14,14
hebbal,9,3,0,0,9,9,9
koramangala,10,3,0,0,18,11,15
indiranagar,10,3,0,0,15,10,11
whitefield,10,3,0,0,12,10,10
marathahalli,10,3,0,0,14,9,9
hsr_layout,10,3,0,0,13,11,8
jp_nagar,10,3,0,0,11,8,6
electronic_city,10,3,0,0,10,9,7
hebbal,10,3,0,0,9,8,5
koramangala,11,3,0,0,18,28,26
indiranagar,11,3,0,0,15,25,22
whitefield,11,3,0,0,12,18,16
marathahalli,11,3,0,0,14,24,24
hsr_layout,11,3,0,0,13,21,15
jp_nagar,11,3,0,0,11,19,18
electronic_city,11,3,0,0,10,18,16
hebbal,11,3,0,0,9,16,12
koramangala,12,3,0,0,18,28,25
indiranagar,12,3,0,0,15,22,23
whitefield,12,3,0,0,12,22,18
marathahalli,12,3,0,0,14,25,17
hsr_layout,12,3,0,0,13,18,19
jp_nagar,12,3,0,0,11,20,19
electronic_city,12,3,0,0,10,13,18
hebbal,12,3,0,0,9,16,14
koramangala,13,3,0,0,18,31,27
indiranagar,13,3,0,0,15,27,19
whitefield,13,3,0,0,12,18,20
marathahalli,13,3,0,0,14,19,22
hsr_layout,13,3,0,0,13,19,15
jp_nagar,13,3,0,0,11,14,18
electronic_city,13,3,0,0,10,14,17
hebbal,13,3,0,0,9,13,11
koramangala,14,3,0,0,18,16,16
indiranagar,14,3,0,0,15,12,13
whitefield,14,3,0,0,12,8,7
marathahalli,14,3,0,0,14,12,12
hsr_layout,14,3,0,0,13,8,9
jp_nagar,14,3,0,0,11,8,7
electronic_city,14,3,0,0,10,6,7
hebbal,14,3,0,0,9,8,6
koramangala,15,3,0,0,18,15,14
indiranagar,15,3,0,0,15,10,9
whitefield,15,3,0,0,12,8,9
